label,sentence
1,7階建の雑居ビル（高さ約26.5ｍ）の窓の清掃のため、ブランコ作業の準備を行っていて屋上から墜落した。
11,小学校の大規模改造工事において、トラックから足場部材を降ろす作業を行っていた者が身体の不調（足がつる症状）を訴えたため、病院に移送したが熱中症により死亡した。
1,トラクターショベル（機体質量2560ｋｇ）でゴルフコースのグリーンに目土を入れているときに、斜面（傾斜が15度から30度）でトラクターショベルが横転し下敷きになった。
7,工場内の各生産機械から出たダンボール屑を空気搬送で集める槽（モールド）の詰りを取り除いているときに、モールド内に転落しダンボール屑とともにダンボール屑を締め固める部分に落下し、油圧シリンダによって全身を圧迫された。
17,空調機修理の打合せのため乗用車で国道を走行中、反対車線を走行していた大型トラックが中央車線を越えてきて正面衝突した。
1,住宅総合展示場の高さ約7ｍの看板の貼り替え作業において、高さ3.7ｍの足場作業床から墜落して頭部を激突した。
2,雨が降っていたので会社事務所で待機中に、責任者から近くのコンビニエンスストアで缶コーヒーを買ってくるよう指示され、買いに行ったときにストアのトイレで転倒して頭部を激突した。
17,顧客先を訪問するため会社の乗用車で走行中、左カーブでセンターラインを約40ｃｍはみ出したときに、対向の2ｔミキサー車も約20ｃｍセンターラインをはみ出してきて正面衝突した。
7,線路沿いの電柱の支線を設置する工事において、作業箇所へ向うため線路を上り線から下り線の方へ横切っているとき、上り線と下り線の間に張ってある高さ約60ｃｍのロープに引っ掛かって転倒し電車に轢かれた。
2,ドラグショベル（機体質量12ｔ）のバケットに取り付けられたフックにワイヤーロープを掛けてコンプレッサーを吊り上げ移動しようとしたときに、ショベルが転倒して運転席から投げ出され頭部を挟まれた。
1,一般住宅の黒松（高さ2ｍ50ｃｍ）の剪定作業中、脚立（三脚式）上でバランスを崩して高さ約2ｍ下のアスファルト舗装の道路に墜落した。
1,伐根等のゴミ焼却施設敷地内において、ドラグ・ショベルで金属等の選別作業を行っているときに、集積していた雑木等ゴミの斜面からショベルごと転落して運転席から投げ出され下敷きになった。
9,石材加工場において、屋根上にある給水タンクのフロートの状態を確認するためスレート葺きの屋根に登ったときに、棟部分に葺かれた金属板から足を踏み外して明り取り用の樹脂製波板を踏み抜き工場内に墜落した。
17,ダムの工事現場に資材を運搬するトラック（4ｔ車）がダム近くで脱輪したと会社に電話があり、会社からトラック2台が出て救出し3台で帰社する途中、1台のトラックが反対車線にはみ出して対向の10ｔダンプと正面衝突した。
6,同僚3名と上架した漁船を所定の箇所まで移動する横取り作業で、ウインチのスプールに横取りワイヤロープ中間部を巻付けてワイヤロープを巻取っているときに、定滑車を固定していた台付けワイヤロープが切断し、その反動で横取りワイヤロープが跳ねて頭部に激突した。
12,"水銀を含む汚泥を焙焼する処理装置において、ガスをシャワーリングする工程で強酸（PH2）となった洗浄水が入った送水タンク（容量1000ℓ）にPH調整のため大量の苛性ソーダ（粒状）を投入したところ、洗浄水と苛性ソーダが急激に反応して爆発的に噴出し
全身に浴びた。"
11,土木工事を終えて元請現場責任者1名を含む5名が下山を開始したが、下山途中に1名の具合が悪くなったので下山をいったん中断し様子を見ていたが死亡したものと推定し、その者を置いて下山を再開した。しかし、腰までの積雪のため身動きが取れなくなり、翌日にヘリコプターで救助されるまで遭難状態となった。
1,工場天井付近の内部足場解体作業中に、足場から約10ｍ下の工場床面まで墜落した。
17,塩化ビニールパイプの荷を積んだトラック2台で県道を走行中、交差点で後方を走行していたトラックが信号待ちしていた同僚の運転するトラックに追突し、同僚は全身打撲で死亡した。
1,木造3階建て分譲住宅の建方作業で、屋根の下地を張る作業を終了して片づけをしているときに、3階屋根より約9ｍ下に墜落した。
1,フォークリフト（最大荷重0.43ｔ）で入荷商品を所定の棚に収納していて、パレットと3段目棚板（高さ3.2ｍ）を跨いで缶詰の箱（約20ｋｇ）の積替えをしていたときに、バランスを崩してコンクリート床に墜落した。
1,公民館ホールの屋根（勾配約32度、鋼板横葺）の塗装工事において、塗装作業前に高圧洗浄機で屋根の洗浄作業を2名で行っていたが、親綱の長さが足りなくなったため伸ばそうと思って、反対側の屋根の雪止めに向かって移動していたときに足を滑らせ約10ｍ下の地上に落下した。
4,テント倉庫内で、ベニヤ板（100枚束、質量約1ｔ）の間に万棒（荷と荷の間に入れる隙間用角材）を入れるため待機していたときに、後方で別のベニヤ板を運ぶため持ち上げたフォークリフトの爪がベニヤ板の束に引っ掛かったためベニヤ板の束が落下して下敷きになった。
9,ビル設備管理を行っている者が工事の立会いで出勤したが勤務終了時間になっても戻らないため探したところ、隣接する建物の敷地内で倒れていた。なお、倒れていた上部の塩ビ製屋根は壊れており、鋸と剪定した木と塩ビ製屋根の破片が散らばっていた。
1,フォークリフト運転技能講習資格取得のため、社内研修を工場内ストックヤードで指導員から受けていて、フォークリフト（最大荷重1.5ｔ）を運転してストックヤードと構内道路の境界部分の段差（約30ｃｍ）を避けようと左に急転回したところバランスを崩し横転し、フォークリフトのヘッドガードの下敷きとなった。
7,設備の一部に組込まれた昇降式ベルトコンベア（リフト）の作動範囲に立ち入ったときに、下降してきたリフトに胸部を挟まれた。
7,10ｔ天井クレーンで鋼板の束約5ｔを移動するため、玉掛けをして運転手に荷をつり上げさせたところ、荷が振れたため後に積んであった他の鋼板との間に腰部を挟まれた。
17,タンクローリー車（積載荷重20ｔ）で国道を走行中，車が横転してセンターラインを越えて対向車線側のガードレールに激突した。
17,光ファイバーケーブルの設置工事において、高所作業車を設置箇所である電信柱横へバックで移動させていたときに、高所作業車の後方で誘導を行っていた警備員がひかれた。
17,社用車でライスセンターに向けて走行中、対向車線にはみ出して対向車と接触し反動で左前方の歩道を超えて壁に激突した。
17,10ｔトラックで国道を走行中、信号待ちしていた搬送用トラックに追突した。
6,道路舗装工事において、4ｔダンプを土砂積込み場まで約30ｍ後進していたときに、異常を感じたので下車してダンプ後方を確認したところ、工事現場の誘導員を左後輪で轢いていた。
17,自転車で新聞配達中、T字路を横断しようとして右方より走行してきた軽乗用車と出会い頭に衝突した。
17,道路維持工事現場に向かうため乗用車で国道を走行中、信号待ちで停車中の車に追突した。
17,貨物自動車で商品の配達を行うため町道を走行中、道路右側の法面に衝突した。
4,治山工事において、谷止工（長さ20ｍ、高さ9ｍ、幅5ｍ）を打設するため左岸側の地山（レキ質土）をバックホーで掘削し、左岸上流側の岩に削岩機であけた4箇所の穴に2名の作業員がハンマーでくさびを打ち込む作業を行っていたときに、上から岩石が落下し1名の左顔面に激突した。
5,高校の耐震補強工事において、3階トイレのパイプスペースの隔壁（ブロック積、モルタル仕上げ）の下部をコンクリートブレーカーで破砕していたときに、隔壁の一部（1ｍ×3ｍ×14ｃｍ、約540ｋｇ）が突然崩壊しその下敷きになった。
17,自動車部品を積んだトラックで高速道を走行中、前方で発生した追突事故のため中央分離帯付近に停止していたトラックに追突した。
16,鋳物製造のため中子に塗型材をタンク上で塗布したのち地上で着火していたときに、他の中子を同じように塗型するため天井クレーンで吊り上げていた中子がクレーンのフックから外れてタンク内に落ち、タンク内に入っていた塗型材とエタノールの混合液がタンク外に飛び散って浴びたため着火していた中子の火が燃え移って火災となった。
4,資材置き場で、ダンプトラックのパンクを修理してタイヤの組立てを行い、コンプレッサーで空気を充填してダンプトラックにタイヤを運んでいるときに、タイヤが破裂し頭部に激突した。
1,農作業小屋の屋根トタンの張替え工事において、屋根上でアンテナを外そうとしていたときに腐食してもろくなっていたトタンを踏み抜き約4ｍ下の土間に墜落した。
17,得意先へ荷物を運送するため4ｔトラックで国道を走行中、交差点で大型トラックに追突した。
7,現場近くの市道上（勾配6度）で、工事で使用された重機をトラックに積込んでいるときに、トラックが後方に自走したので止めようとしてトラック運転席ドアと道路沿いのブロック塀との間に挟まれた。
13,フェリーの車載用タラップの製作で、自動電撃防止装置が取付けられていない溶接機でタラップの内部（高さ60ｃｍ、幅130ｃｍ）の仮溶接をしていて溶接棒に触れ感電した。
1,木造平屋建住宅新築工事において、柱、梁等の軸組材の建て方作業を終え屋根上に昇って、瓦葺き作業のための屋根の実寸法測定及び野地板の取付け作業を行っていたときに屋根から約3.7ｍ下に転落した。
5,杉の木（胸高直径30ｃｍ）をチェーンソーで伐倒中、かかり木のまま放置していた杉の木（胸高直径24ｃｍ、長さ27ｍ）が倒れてきて下敷となった。
7,水道連絡管布設工事において、ダンプトラックで残土を集積場所に運んで現場に戻り、次の残土を積み込むため後進していたときに、左後方でとんぼを用いて土均しをしていた者を後輪でひいた。
5,落石防止用コンクリート擁壁の設置工事において、打設したコンクリート擁壁の型枠点検中に、山側法面の土砂（岩）が崩壊したため擁壁と岩との間に挟まれた。
90,出張業務を終え一人でホテルに投宿していたが、翌日の午後3時過ぎになってもチェックアウトしないのでホテル従業員が部屋を確認に行ったところ、意識不明の心肺停止状態で床に座っていたので病院へ移送したが脳内出血で死亡した。
17,警備の業務が終了したので事業場指定のガソリンスタンドへ車で向かう途中、信号機のない十字路交差点を右折したときに左方から直進してきたトラックと衝突した。
4,スクリューシャフト（長さ11.2ｍ、径45ｃｍ、質量約14ｔ）を旋盤からトレーラーに積み込むため、並置された天井クレーン2基（定格荷重40／10ｔの主巻及び定格荷重40／15ｔの補巻）を使用して合い吊りし走行運転していたところ、玉掛けスリングベルト2本のうち後方のスリングベルトがスクリューシャフトから抜けて荷が落下し天井クレーン運転士を直撃した。
17,タバコ広告塔の張替工事完了の報告のため、物件近くの高台である国道橋上の車道でネオンの状況の写真を撮影していたとこきに、後方より走行してきた乗用車に跳ねられた。
1,工場内に設置された事務所の屋上を掃除するため、パイプと床用吸込口を一体とした掃除用具を持って梁（H鋼幅30ｃｍ）上を歩行していて8.05ｍ下のコンクリート床面に墜落した。
17,乗用車で国道を走行中、交差点で右折のため停車中の大型トラックに追突した。
17,乗用車を運転して市道を走行中、走行車線から路外（左側）に逸脱転落し炎上した。
17,同僚と2名で営業活動のため乗用車で走行中、対向車線をはみ出して対向の乗用車と衝突し、さらに後続のダンプカーに激突された。
17,同僚と2名で営業活動のため乗用車で走行中、対向車線をはみ出して対向の乗用車と衝突し、さらに後続のダンプカーに激突された。
1,牛舎新築工事において、トタン屋根の敷設作業中に下地のベニヤ板（厚さ9ｍｍ）を踏み抜き、約8ｍ下のコンクリート床に墜落した。
1,地上10階建てホテルの新築工事において、建物屋上の広告塔（高さ約15ｍ）設置に使用する足場（8段・高さ約14ｍ）の組立作業で、広告塔鉄骨の最上部に設けられているステージ（幅1.5ｍ）を歩行中に、昇降用タラップの開口部（縦85ｃｍ、横81ｃｍ）から建物屋上（約12ｍ下）に墜落した。
1,木造3階建住宅新築工事において、野地板を3階床へ運び上げるため3階床上で野地板1束を手渡しで受け取り、2束目を待っている時に3階床端部より約4ｍ下のコンクリート製ベランダに墜落した。
17,大型トレーラー（20ｔ）で輸入したカニ籠を運搬するため走行中、対向してきたトラックとすれ違い時に後部が接触し、対向車線側の路外に逸脱横転した。
4,建築用の鉄骨製作で、コラム柱（全長7.5ｍ）をポジショナーにセットするため天井クレーン（5.07ｔ）で反転作業を行っていたところ、先端の母屋ピースが他の部材に引っ掛かったので柱を揺らしながらつり上げて外そうとしているときに、仮付け溶接部分が破断して柱が落下し下敷きとなった。
17,自宅から会社の車（4WD、ABS有）でスーパーのATM調整のため市道を走行中、スリップして対向車線にはみ出し大型ダンプと衝突した。
17,工場長宅へ工場長を迎えに行くため国道を走行中、交差点（青信号）を右折しようとして直進車と衝突した。
7,水道工事後の舗装復旧工事で、砕石の敷均しのためドラグ・ショベル（0.2㎥）を後退させたときに、後方で敷均しを手伝っていたダンプ運転手をドラグ・ショベルで轢いた。
1,8階建てマンションの屋上塔屋塗装工事において、塔屋下のマンション屋上の端で塗料飛沫の拡散防止用養生シートの設置作業を2人で行っていて、一人が屋上の端から約23ｍ下のアスファルト舗装の駐車場に墜落した。
17,自動二輪車で新聞配達中、青信号の交差点を東から西へ直進しようとしていたときに右折してきた普通自動車と衝突した。
17,ガソリンスタンドで小型タンクローリー（3ｋℓ）に軽油を入れて走行中、右カーブで車体のバランスを崩して横転し、そのままガードレールを破って道路脇の溝（深さ約3ｍ、幅約6ｍ）に車体ごと転落した。
1,冷却庫修理のため冷却庫の上に登り、スパイラルネット（ゆで麺を冷却するための螺旋状のコンベア）の補修作業中に、4.9ｍ下のコンクリート床に転落した。
1,植木の剪定作業のため、塀（幅16ｃｍ）に上ったときに1.68ｍ下に墜落した。
2,マンションの新築工事において、トラックの荷台（高さ約90ｃｍ）に積んである廃材等の上に乗って軽自動車の後方にあるコンテナに廃材を投げ込んでいたときに、荷台の上で転倒し側面に立ててあったベニヤ板の上端に後頭部を打ちつけた。
1,"木造家屋増築工事において、外部足場（高さ1.8ｍ）上で外壁モルタル下地のラス網貼り作業中に、足場から足を踏み外して転落した。
"
17,工事現場の交通誘導業務を終了し、当日の作業報告を行うため事務所附近の駐車場から事務所へ徒歩で国道を横断中、走行してきたトラックに跳ねられた。
5,横5.5ｍ、高さ2.3ｍ、幅30ｃｍ、重さ1ｔの建築用梁材を馬（台）に乗せて溶接作業中、馬と梁を固定していたクランプを外して梁の脇にいたときに、梁が倒れてきて別の鉄製台との間に頭部を挟まれた。
17,新聞配達のため道路を横断していたときに、無灯火の自転車に衝突されて転倒し頭部を強打した。
17,飲食チェーン店の営業を終了し店舗状況を確認したのち営業拠点に戻るため自動車道を走行中、センターラインを越えて対向の大型貨物自動車と衝突した。
1,増改築工事において、3階サンルーム解体用のステージ組立のため、鋼管枠組足場1段目布板上（高さ1.81ｍ）で2段目布板上の足場板を番線で固定しているときに1.81ｍ下の2階床面に墜落した。
90,路上に停車中のタクシーの後方で運転手が血を流して倒れており、胸や背中など十数箇所を刺されていた。
1,建物屋上に排水パイプを設置する工事で、取付け位置を床下から確認するため屋上から外部足場に乗り移ったときに、約8.5ｍ下に墜落した。
1,地上２８階地下４階建ビル新築工事の7階鉄骨組立作業において、7階の梁上で鉄骨柱間のひずみ調整のためレバーブロックを使用していたところ、レバーブロックのチェーンが切れ、その反動で梁上から13ｍ下の階段に墜落した。
17,タクシーを運転して走行中、交差点で右側から来た信号無視の乗用車に衝突されて50ｍ位飛ばされ民家の塀に衝突した。
5,宅地造成地において、トラック積載型小型移動式クレーン（つり上げ荷重2.93ｔ）で法面（全長約24ｍ）に緑化ブロック（質量725ｋｇ）を積み上げる作業中、ブロック3段目が終わり4段目（高さ約3ｍ）を全長の半分まで積み上げたときに、裏込めをしていなかったためブロックの自重で3、4段目が倒壊し、作業中の4名がブロックの下敷きになり1名が死亡した。
4,屋外に設置してあるホイスト式橋形クレーン(吊り上げ荷重2.8ｔ)で鉄骨部材の移動中に、クランプが外れたため地上でペンダントスイッチを操作していた者がクレーン脚部と鉄骨との間に頚部を挟まれた。
1,墓石の設置作業で、約80ｋｇの墓石を小型運搬車（車幅60ｃｍ、積載荷重250ｋｇ）に載せて幅約110ｃｍ、傾斜14度から20度の上り勾配の通路を上っていたときに、通路から8.3ｍ下の道路に小型運搬車とともに墜落した。
1,木造2階建て住宅増築工事において、既存の住宅屋根鉄板の一部を剥がすため、屋根越しに地上の2ｔトラックとロープ(親綱)で結んだ状態で作業を行っていて、2ｔトラックが発進したときに引きずられて約4ｍ下の地面に墜落した。
1,量販店に荷物を納入するため3階の荷物用エレベーター前まで一人で荷を運んでいたときに、突然大きな音が聞こえたので同じフロアにいた部長がエレベーター前まで見に行ったところ、エレベーターの扉が開いていてピットの底に荷物とともに倒れているのを発見した。
17,漁港の建設現場での車輌誘導が終了し、会社所有の乗用車で走行中、林道でカーブを曲がりきれず対向車線にはみ出し対向車と正面衝突した。
1,道路改良工事において、一人でローラーによる転圧作業を行っていて路肩より約2ｍ下の水路に転落し、ローラーから投げ出されて深さ約20ｃｍの水中でローラーの下敷きになった。
17,空車のタクシーで走行中、交差点で信号待ちで停車していた2ｔトラックに追突した。
5,排水管敷設工事において、社長と労働者6名でバックホーで掘削して排水管（径15ｃｍ×長さ4ｍ）を敷設し、別のバックホーで埋め戻しながら作業を進めていたときに、横壁の土砂が約5.3ｍにわたり崩壊し、穴の中にいた4名のうち管の設置据付を行っていた3名が生き埋めとなり2名が死亡した。
5,排水管敷設工事において、社長と労働者6名でバックホーで掘削して排水管（径15ｃｍ×長さ4ｍ）を敷設し、別のバックホーで埋め戻しながら作業を進めていたときに、横壁の土砂が約5.3ｍにわたり崩壊し、穴の中にいた4名のうち管の設置据付を行っていた3名が生き埋めとなり2名が死亡した。
10,フェリーで運ばれたドラグショベル2台をトレーラーに積み終えた後に姿がみえなくなったので、別業者のトレーラー運転手が警察署に通報し捜したところ、港の水深約8ｍの海底で発見された。
1,"タンカーの船体ブロックの塗装作業で、地上から塗料を小分けした小さなバケツを持って船体ブロック上部へ船体ブロック端部のロンジ（船の長さ方向に取り付けられているＬ字型の鋼材）を使って移動中に、地上から高さ6.67ｍの箇所のロンジに設置されていた木製の足場板とともに墜落した。
　"
1,ドラグショベルで採石場への進入路の拡幅作業を行っていたときに、高さ約70ｍ下の土場にドラグショベルとともに転落した。
17,タクシーを運転して国道を走行中、スリップして道路脇の水銀灯に衝突した。
17,営業に向かうため乗用車で走行中、見通しの悪い交差点で横から飛び出してきた乗用車と衝突した。
17,トラックで高速道を走行中、渋滞のため本線上に約50ｍに亘って停滞中の車群の最後尾の大型トラック（15ｔウイング）に追突した。
1,6階の柱の建て方を行ってその後6階の孫梁を納めていたところ、同僚の側のボルトが入り難い状態になったので、応援するため建て方の終わった小梁上に左足をかけたときに、足を滑らせて約7ｍ下に墜落した。
1,作業場の１階床面に従業員が仰向けに倒れているのを、通りかかった隣の事業場の従業員が発見した。
7,重量選別自動桟積機で柱材（長さ3ｍ、幅135ｍｍ角、質量38.6ｋｇ）の積み上げ作業中に機械が柱材を吊り上げたまま停止したので、柱材を肩に担いだまま同僚に柱材の吊り上げ解除のための機械操作を指示したところ、機械が柱材を引っかけて横行したため柱材と付近のリフターとの間に頭を挟まれた。
1,台風で被害を受けた平屋建て民家の屋根補修工事中、屋根または2段の枠組み足場作業床の何れかから地上のコンクリート床へ墜落した。
6,木材用破砕機の片付け作業中、周辺の木屑を均していたドラグショベルが破砕機のベルトコンベアーに当たったため、留金から外れたコンベアーが破砕機の下で木屑を拾っていた者に激突した。
4,"増改築工事において、積載型トラッククレーン（2.93ｔ）でトラックの荷台から高さ3.7ｍまで吊上げた鉄筋（直径1.3mm×長さ2,6ｍ×本数27本、質量71.2㎏）を2階へ取り込むためブームを旋回させたところ、吊上げていた荷のバランスが崩れて落下し、トラック荷台上で次に運ぶ鉄筋を束ねていた者の頭部に落下した。"
1,工事現場のエンジン発電機のオイルタンクにA重油を入れるため、タンクローリーをバックで下がっていたときに、路肩に寄りすぎて8.5ｍ下に転落しタンクローリーから投げ出された。
6,胸高直径27ｃｍ、高さ14.6ｍの杉の伐倒作業中に、伐倒した木の下敷きとなっているのを発見された。
4,印刷用ロール紙（高さ765ｍｍ×直径1085ｍｍ、質量405㎏）をトラックから自動倉庫の搬入口にフォークリフトで搬入中、印刷用ロール紙の搬入口へのセットが完全では無かったたのでその状況を確認、調整に行ったときに、高さ約1.5ｍの搬入口から落下した印刷用ロール紙の下敷きになった。
1,川に架かった水管橋の上で、塗装工事用の足場設置のための親綱を張っているときに、水管と作業通路を結ぶ鉄骨の開口部から約１３ｍ下の地面に墜落した。
7,巻取包装機ラインで作業中に、側面包装機内の円盤と円盤下方の紙置台との間に頭部を挟まれた。
4,タンクローリーのタイヤに空気を充填するときに、タイヤホールを固定せずに作業を行ったところ、ホイールが1ｃｍ歪んでいたため圧縮空気が漏れ出しその反動でタイヤホイールが飛んで作業者に激突した。
17,トラックで国道を走行中、交差点でハンドル操作を誤って中央分離帯にあった信号柱に激突した。
7,ダンボールシートを連続して打抜き製品に仕上げる機械のセンサーが働いて機械が停止したので、2名で3か所に詰まった紙を取り除いているときに、機械内部でシートをスライド移動させるバーとフレームとの間に挟まれた。
1,立体駐車場の解体作業において、昼食が終わって午後の作業場所に向かうため、既設リフトの点検用垂直梯子を昇降しているときに17ｍ下に墜落した。
1,休止中の塔形水平引込式クレーン（定格荷重40ｔ）解体のため、クレーン上部にある機械室を上下にガスで溶断していたときに、切断部分の下半分が口が開くように傾いて宙ぶらりんとなったため作業員2名が約26ｍ下に墜落した。
1,休止中の塔形水平引込式クレーン（定格荷重40ｔ）解体のため、クレーン上部にある機械室を上下にガスで溶断していたときに、切断部分の下半分が口が開くように傾いて宙ぶらりんとなったため作業員2名が約26ｍ下に墜落した。
17,軽ワゴン車で牛乳の配達を終え国道を走行中、中央線を越えて対向のタンクローリー車と正面衝突した。
1,掘割内の切断済み柱列杭（モルタルH鋼杭）の荷揚げを行うため構台上の覆工板（1ｍ×3ｍ）を開けているときに、開口部（2×2m）より足を踏み外して11.5ｍ下に墜落した。
1,会館ビル1階の内装工事において、脚立上でダクト盛替作業を行っていてバランスを崩して1.7ｍ下に転落し後頭部を強打した。
7,コンテナヤードでトラクターをコンテナに連結して発車しようとしたが、コンテナのエア抜きバルブを開け忘れたため動かなかったので降車してバルブを開けたところ、トラクターのサイドブレーキをかけていなかったためトラクターが動き出し、止めようとして運転席に飛び乗ったときに、車体が右に寄って運転席の扉と隣に止めてあったコンテナとの間に挟まれた。
7,ベルトコンベアのピット部の掃除でピット内に入ったとき、コンベアベルトとキャリアロールとの間に衣服を挟まれた。
17,タクシーで走行中、高速道路の出口を出て一般道に入ったときモノレールの橋脚に激突した。
7,フォークリフトでボビン入りダンボール（2列7段積み）を一度に運搬しようとしたが最上部の一箱が荷崩れを起したので、エンジンを切らずに運転席とマストの間に体を入れて荷を動かそうとしたときに、誤って運転レバーに触れたためマストが動いて運転席とマストとの間に挟まれた。
11,防音工事において、2階外壁部の足場上で壁下地を撤去作業していて急に足場の上でふらついてしゃがみこみ、熱中症で死亡した。
6,木造建築家屋の解体作業において、グラップルで家屋から梁を外すため梁の右端をグラップルで掴み持ち上げたところ、反対側の左端が思わぬ方向へ外れ、外れた梁を切断するために準備をしていた者に激突した。
1,朝出勤して建物3階にある事務所に上がる途中、2階踊り場から12段目あたりから踊り場まで転落した。
17,ワゴン車で走行中、対向のワゴン車が凍結した橋上でスリップしてセンターラインをはみ出してきて衝突した。
17,トラックで国道を走行中、信号機付交差点を右折してきたトレーラーと衝突した。
17,ダム工事現場で法面吹付用機械を4ｔトラック（クレーン付）に積み国道を走行中、中央線をはみ出して対向車と正面衝突した。
1,建造中のコンクリート水槽の上を歩行中、開口部より4ｍ17ｃｍ下の水槽のコンクリート底に墜落した。
17,医薬品調達のためトラックで走行中、トンネル内の多重衝突事故に巻き込まれた。
17,4ｔトラックで走行中、信号待ちで並んでいる車の列に追突した。
17,既設擁壁に排水管を貫通する作業を終えてワゴン車で国道を走行中、坂道が続く直線道路で対向車線にはみだして貨物自動車と正面衝突した。
1,"6階建てホテルの解体工事中に、各階の床面に設けられた廃材投下用開口部（1.5ｍ四方）の5階開口部から約13ｍ下の1階床面の廃材の山（高さ1.5ｍ）の上に墜落した。
"
1,トラック（最大積載量15ｔ）の荷台上で、石膏ボードを固定している台付ワイヤーを外すために積荷上を移動中、2.5ｍ下の地面へ墜落した。
1,ゴルフコース内の松を伐木し玉切りした丸太をトラック荷台に積み込む作業中、ショベルローダーのバケットに載せた丸太（直径50ｃｍ、長さ1ｍ90ｃｍ）を荷台上へ降ろしたとき丸太の積込を行っていた者の方向に転げ落ちたため、丸太とともにトラックの荷台から約1ｍ下の地面に転落した。
7,急傾斜地の崩壊対策工事において、傾斜地の立木（高さ約15ｍ、重さ約1ｔ）をチェーンソーをで伐倒したところ、倒れた木が斜面の下方に転がったため、傍にいた者が木の元口と地面との間に挟まれた。
7,採石場において、小型ドラグショベルで水路内の土砂を取り除く作業を行っていたところ、直径104ｃｍの石が落下してきて下敷きになった。
17,国道の夜間舗装工事で交通誘導を行っていたとき、走行してきた軽自動車に跳ね飛ばされ、停車していたダンプに激突した。
18,JR線の踏切付近で矢板打込み作業の見張をしていて、普通列車に接触して水路内に転落した。
4,アース・オーガの昇降速度および深度計の確認を行うため、攪拌軸の位置調整をしてマーキングしその箇所を溶接するため下部移動ガイド上に乗っていたときに、攪拌機から吊っていた上部移動ガイド（約700ｋｇ）のチェーンが破断して上部移動ガイドが落下し頭部を直撃した。。
7,勾配（10度）の住宅の進入路にトラック（1.5ｔ）を停車し、後部ドアを開けて荷物を取り出そうとしたときに、トラックが後進して車体に巻き込まれた。
1,水路工事において、村道の片側通行の交通誘導を行っていた者が誘導場所から離れて掘削溝（幅約4ｍ、深さ2.7ｍ）に転落した。
7,反応槽から取り出した難燃性繊維を脱水する工程で、脱水槽に繊維を運ぶ釘状の突起の付いたスパイクコンベアに挟まれた。
1,9階建マンションの外壁等塗装工事において、屋上に設置したゴンドラで塗装作業の準備、養生作業を行っていて、9階でゴンドラから909号室のベランダに移ろうとしたときに、手掛かりにしていたパイプサポートが外れたため墜落した。
1,松くい虫の防除作業において、チェーンソーで伐木を行ったとき伐倒木が予定より90度ずれて倒れてきたので、急斜面（38度勾配）の谷側に逃げ、斜面を止まり切れずに崖から約24ｍ下の小川に墜落した。
17,制御盤の配線変更作業が終了して乗用車で自動道を走行中、中央分離帯に衝突し助手席の同乗者が死亡した。
6,リン青銅帯（6ｔ）をフォークに差して前進で走行中、帰宅のため工場内の横断歩道を歩いていた者に気が付かずに轢いた。
5,自社の門柱を移動させるため基礎付近を掘削していたところ、基礎の底にコンクリートの塊が付着したのでバールで塊を削ったときに、門柱が倒れ直撃された。
17,普通貨物自動車に6人が同乗して工場現場に向けて走行中、運転を誤って流出車線に入ったので走行車線に戻ろうとしたところ、走行車線を車両が走行していたたため、これを避けようとして流出車線と走行車線を分岐しているガードレールに衝突、転倒し3人が死亡した。
17,普通貨物自動車に6人が同乗して工場現場に向けて走行中、運転を誤って流出車線に入ったので走行車線に戻ろうとしたところ、走行車線を車両が走行していたたため、これを避けようとして流出車線と走行車線を分岐しているガードレールに衝突、転倒し3人が死亡した。
17,普通貨物自動車に6人が同乗して工場現場に向けて走行中、運転を誤って流出車線に入ったので走行車線に戻ろうとしたところ、走行車線を車両が走行していたたため、これを避けようとして流出車線と走行車線を分岐しているガードレールに衝突、転倒し3人が死亡した。
1,"木造平屋建住宅の解体工事において、トタン屋根の雪下ろしをしていたときに、足を滑らせて屋根から2.4ｍ下に墜落した。
"
6,トイレ清掃のため、用具等を載せた一輪車を押して構内の道路を移動していたときに、貨物自動車（構内専用車）が方向転換するためバックしてきて左前輪に轢かれた。
7,ビニルハウス内での養土製造作業で、養土攪拌機に土を入れようとしたが底部に前回の土が残っていたため、攪拌機を動かしながらシャベルで残土を取り除こうとして、攪拌機の土を攪拌するバーと攪拌機の底部との間に頭部、右腕部を挟まれた。
4,住宅新築工事において、トラックで運んだ床パネルを移動式クレーンで吊り上げたときに、床パネルが落下して付近にいた者を直撃した。
7,堆肥生産工場において、バークに混在していた木の枝が供給機のドラムで詰まったので取り除こうとしてドラムに巻き込まれた。
1,うまに歩み板を渡して足場（高さ1.3ｍ）とし、かけやで梁のかけ替え作業を行っているときに、バランスを崩して足場からコンクリート床に墜落した。
7,廃車するトレーラーの部品（タイヤ、ミッション、燃料タンク等）を2ｍ後方のトレーラーに移すため、前方のトレーラーのサイドブレーキをゆるめてタイヤに歯止めをしてジャッキアップしたところ、トレーラーが歯止めを乗り越えて後方へ動き出したので、止めようとして前方と後方のトレーラーの間に挟まれた。
7,電線管端部のねじ切り作業中、着用していた安全帯のロープがねじ切り機械の回転体に巻き込まれて上半身を圧迫された。
5,マンション新築工事のための床掘り作業において、敷地境界のよう壁（厚さ44ｃｍ、高さ1.3ｍ、長さ15ｍ）を補強するためドラグショベルで深さ2.3ｍ、幅1.2ｍ、長さ16ｍにわたり床掘りし型枠を組んでいたときに、よう壁が倒壊し挟まれた。
